salary,rent,food,entertainment,utilities,transportation,insurance,savings,subscriptions,travels,emi,future_expense_target
117592,16166,21655,16060,579,15559,6003,14960,3825,8505,3008,109677.78606469871
170116,36891,29509,19890,5139,12793,7457,41794,4949,22435,17302,205799.23369839543
176789,28365,2932,10877,7093,4850,1313,2430,727,28449,20805,109323.56643817326
137257,12727,14734,16089,13394,2139,8879,17936,4722,29519,32952,160406.86628901772
165335,44113,13519,414,7758,18225,3535,36357,1523,2215,15027,145000.31918556444
47764,23596,10043,1913,5913,3841,6366,44637,1045,10630,39748,151262.49818055157
146299,16966,11696,5545,5860,17708,7695,4291,2096,12378,32354,121948.03033466332
92883,10338,27599,14220,5028,3044,5146,26935,3620,9112,3804,112232.36671423279
32511,47965,4252,18969,12578,8623,5617,48855,3082,22858,4659,180327.1272279846
27421,7695,23124,12898,11934,13281,331,29197,1023,17991,33725,156130.80609065937
35678,20485,20970,59,4898,18716,2688,3452,4975,411,22246,102480.8463504283
89554,13926,24777,209,5348,16070,803,7293,365,18805,26062,119152.6702115976
168430,39380,15511,6747,6123,14387,9673,39710,2269,6686,21621,165931.3868454335
120165,18411,24432,1274,11816,298,6934,8055,2101,24116,11467,112125.19899333996
86184,4226,2573,18361,2592,3521,6247,23232,4279,7577,35261,110874.50008088874
143621,32547,2392,8369,3056,19422,1511,36641,1081,14577,5615,129949.6903265518
199037,14809,20611,1742,11492,11729,2611,9080,4582,16729,7978,102534.37769607057
136264,43610,10447,9827,14630,19139,474,8865,1882,12963,22660,150786.76274595424
55367,3355,25295,19903,6865,4180,5386,45434,4539,338,20369,137593.5062768536
123183,9831,27641,4908,3208,5018,9887,6980,75,1709,18458,89818.734253484
38171,21268,8432,12341,8447,17516,5177,48360,2502,9546,38305,177677.9888103078
118441,17020,19192,2636,14932,10531,9046,16969,2993,26572,29245,156051.85585887602
133565,21542,18075,9460,1581,18458,4412,33346,3159,3005,36091,151005.7248704957
120360,29478,10468,14724,11048,4295,6095,35315,4596,3543,28738,154741.85064900608
106646,20695,27295,17491,12710,4149,47,36853,3153,3404,22073,151638.57402803397
156966,23861,18868,12903,10727,1352,865,36401,2426,7066,5918,124769.27948401376
172063,2561,17134,11169,13399,15833,1301,13488,1895,29566,11364,120703.52070505553
163279,25681,11459,12496,4640,17496,5949,42572,4402,14118,19294,163322.6336418238
198544,6545,1256,14394,14911,5766,5795,23693,3546,19309,14002,112905.0187765185
27678,33548,10028,10261,5767,19307,6089,11693,4462,10138,37513,151551.86493348877
71047,35409,22544,3215,1932,17599,7984,19174,4500,18103,37878,171964.96176090074
44779,32072,2931,2805,14421,10718,7310,16012,3415,6082,1303,99604.25782563617
171608,30147,5385,5581,3196,17488,6535,17923,4720,11433,19551,123208.49702339439
168112,33262,28063,11152,6921,3018,3101,46102,3861,11381,22705,174162.01643871042
199822,19582,2151,18117,2740,1763,3071,28088,3416,13832,26887,121173.82394753957
39846,22835,2811,18883,5117,14719,2016,27803,337,1520,822,99407.91970184418
170582,5644,26373,4352,10767,6112,287,41340,785,9838,23437,132890.40219697426
116402,34135,6487,3500,3906,16504,5079,20231,4829,14296,22845,133896.02055526932
154096,7869,18680,7463,13941,6014,9033,21861,949,18077,39651,147619.25195953756
64575,29132,13082,13842,11674,6515,3001,4643,3446,22924,30082,142245.9615003728
35446,31363,10767,2279,10474,13892,650,9639,53,23321,4996,110079.76567546428
150028,35607,11858,15556,13946,13971,7443,43779,4036,6543,35426,192494.54997125958
36455,12849,23772,10555,7447,17593,1301,47206,2316,18273,25377,173652.77823674516
91189,34245,18908,16052,12566,9739,4180,44141,3329,27218,29811,209213.21621244025
119256,29767,27420,18392,10418,14134,7339,3612,3113,13309,13914,144003.39680489036
197197,16094,10925,2074,6224,11586,504,31562,1706,22827,32595,140819.0355625426
188452,9807,10988,13281,2960,13808,8225,9491,1301,24587,10200,108893.84721066253
122426,35209,2920,16427,12700,6822,4622,26391,3873,14877,4893,134949.85861099785
40563,32163,25001,13522,8565,702,2845,5184,3864,22414,25397,142260.43359696885
26026,5955,8555,12595,6781,8118,8430,2974,73,7190,1130,63147.3553670635
178243,7700,1899,13029,9465,8114,3982,22499,4469,5640,14098,94266.81453324178
148641,23772,28823,9722,9974,11707,5707,41991,3188,17113,36963,197221.2767018558
118377,43615,16401,13618,5108,4223,598,47171,3631,20772,753,161271.3923241199
31718,36853,4053,17886,12128,6389,1466,90,3462,13309,15106,115138.67155192481
64279,14930,23345,9587,1043,4360,4,13909,392,8606,19807,98769.05247025736
64598,43792,9549,12943,13908,5100,8021,15907,3764,24649,18645,158439.8036148794
70429,4490,15586,6037,7820,14180,5546,37808,4622,25788,11187,138881.68031257924
139386,26878,15563,8096,8953,2508,5521,20275,2739,20798,19761,135698.62033750623
182463,15094,24957,17716,12745,9360,2122,3080,2282,16476,13337,119685.97970847524
176649,23298,4220,2109,6397,4277,9884,8895,279,28457,15240,107167.69973561107
82271,20839,29484,102,7183,18856,4286,41521,3756,6995,22676,157518.79735714383
135815,27757,11786,3925,13004,11599,9253,35457,3320,22550,9644,153426.22286234229
180536,46629,6720,616,3026,7665,3178,12022,1638,22321,29377,138094.2507871511
95623,14672,10655,17102,8770,17101,2075,48750,180,11945,37103,172139.24095003505
168980,36332,19281,7467,8516,15643,6969,45257,2626,12709,23133,183481.43314248236
139979,10537,26828,9868,13091,5983,3380,34576,3377,427,9461,122176.88662906353
185006,25623,25854,11855,14459,13791,9372,49215,1809,23224,8303,186212.37710868847
29952,4020,14071,1321,14063,15846,4312,14619,4892,4032,15067,95840.31687906908
50405,29862,25202,8151,3236,8747,8458,45370,4714,9707,13547,159325.59627962505
84684,28582,18577,8718,9001,629,1109,22123,2934,2307,6255,101880.40452682924
110776,29633,19551,4972,7674,3098,2593,11807,2824,5621,17752,106627.5996608983
130232,10829,14280,8413,10068,14798,3541,8231,2577,6392,19083,100741.10676300389
67625,37261,17928,7977,13407,17572,759,12343,4605,27522,30662,172757.10581514123
108253,9745,17057,15055,13172,4702,1308,36373,880,22696,33694,159229.86923529187
81451,39092,2302,4981,2573,9657,5887,42731,2515,1554,23600,137341.73143622905
61948,17505,21511,3677,10021,8054,8132,12776,3729,23497,26731,140935.2583404317
190538,15117,26779,11512,722,13995,2350,31404,2437,25966,30882,167980.98225423018
102007,41612,4260,7062,13200,16678,6170,44435,2995,18850,36571,197300.42513591528
41335,33250,27935,9828,11805,16405,7342,9370,4173,20992,34023,183749.16739294966
159736,33283,27456,8580,12131,8059,1070,3610,4181,4436,1518,105378.72508360723
196238,37629,18808,10633,12198,14129,4520,13711,3373,13985,20354,155271.44393503858
34192,11715,1052,8398,8476,10247,3340,6846,1682,18852,24647,96809.91662881857
71620,27820,29066,5921,3953,7087,7253,43119,4997,16397,24533,178102.49017260128
72647,27409,22902,11150,13791,7725,3128,11604,1150,3098,4850,110433.32604477419
118550,30679,28893,10519,9039,12120,9870,42685,1721,11946,27156,191281.9966017686
22878,42403,29365,15341,7457,7211,3084,9141,4412,15300,18,137305.57909955992
144949,3161,23979,16943,4881,10270,1247,16538,2951,20768,27118,133344.6728509448
26131,36391,23380,8401,12112,10514,8404,8323,1060,23771,36103,171001.18375992542
122798,30058,16508,17617,754,15743,8278,42181,2925,14459,16077,171712.60090456126
40360,9827,2564,8859,11118,1059,8185,42370,2185,20095,5953,116083.4905714329
78865,17442,10350,7570,11367,17622,2999,25569,3381,21322,9759,131184.00497004343
85861,18889,26420,12695,8422,18171,914,17661,245,17076,31503,158400.42304780113
164575,18888,4304,8886,8845,1925,9596,48110,2349,7813,23394,136904.64181281984
143481,30434,28205,17839,9660,8479,2788,42704,114,18283,8384,172718.61246809983
159667,18698,3885,2618,1659,18307,9062,3179,2326,26818,13441,101790.34200644896
42370,49634,10221,7123,2991,6668,2882,28641,4374,21328,12226,149755.34400027597
34658,15314,4148,3287,4729,13245,7277,49790,1170,18386,5239,124396.68720272952
106609,22025,3688,9615,5607,9705,4527,34389,1237,15197,12834,122857.74885049218
136962,24336,29033,14888,1658,6916,5132,30009,2952,23770,22676,164455.72333386194
38611,8646,10391,19552,14291,16483,1506,26344,38,16187,17351,132485.8134406774
52611,7853,5820,549,12480,9459,6921,45053,2303,18061,21012,133259.43698454223
115709,32333,28348,10289,6718,8484,7514,41120,4966,17818,19335,183323.93104576282
60857,14454,5251,6789,3080,7445,6023,10580,4446,4629,10936,76569.65660643172
92669,40180,24969,10977,5193,6282,9406,4821,241,14082,24417,142402.01778353995
152510,38460,17468,514,3480,17780,4931,9124,3951,17656,36115,151339.3816010525
49622,13765,18872,14342,4952,408,6122,48378,4507,27607,27217,168148.40218240055
96611,9039,18363,15553,14748,15601,8527,34542,2301,10970,29665,163363.2155755924
121688,22886,9491,18149,9241,6874,1910,4517,681,17024,27709,121797.07545596473
118967,23193,21932,5143,14635,11324,2591,29268,1575,15164,27985,155172.48756746337
53500,31465,12851,1313,14172,15832,3195,12780,2479,17054,6127,118628.10041036176
20805,24351,22423,7951,4866,12895,7044,21957,4546,12273,15019,139673.20717947333
77525,6998,20852,7437,6435,19139,1133,42231,3132,440,19020,130096.94487164813
126376,11268,20790,7545,11685,14059,4432,18303,4390,17402,19417,134984.11395832815
40063,24076,10454,17453,11358,15575,8861,22805,1642,27611,6476,151788.15915152698
56836,20339,2288,11420,11913,8959,8880,4344,1536,4241,20645,97146.70615193128
80519,17613,3471,6949,1734,10338,3202,22302,880,19381,21099,110518.25200068284
162417,11875,8394,11094,2576,15454,8454,48143,4645,2666,12416,129269.64141059187
70855,25168,8089,9642,3609,15046,7339,12111,1235,17824,8904,113739.44327457539
175985,12348,24599,11476,11823,9124,1504,31552,2853,12563,2335,123494.76481135454
75398,33993,15713,10821,4867,19028,162,7165,1443,4421,18094,118946.07694109927
195367,40900,29262,3131,13864,12902,1228,35280,3685,14586,22641,180832.77270786598
98054,44923,13104,4978,660,16473,3021,21550,2731,789,33498,145361.7147775311
123605,30890,21611,18519,5751,7262,15,22465,1520,16369,10659,139878.88219336938
75922,40432,21480,17798,10608,5962,9410,28333,948,19860,32297,196099.47821376196
147754,35357,26872,5779,14800,13734,639,20384,4710,8811,24961,163638.64377931211
23298,4937,20514,15118,6900,12004,5376,41066,2590,11489,31975,157599.18359340544
102647,4906,26291,4468,6000,11033,6018,43267,238,14224,14747,134230.37411371263
31763,14328,15979,755,2206,11712,9286,23906,921,28328,1465,114319.17292791638
63980,5223,1808,12125,14711,10005,9501,5409,2254,23185,4702,90308.02713612985
90494,45338,19293,1945,6522,1947,7245,19752,1449,26961,3954,138062.03127655335
39321,2734,26732,16307,10738,1404,2627,36199,2192,26801,19777,150873.23875002697
56791,29211,22445,18622,14782,16469,2459,18244,1862,10978,35069,174591.43640183384
181278,29097,24345,3736,12047,13769,7695,17222,149,16300,18869,149047.00762333514
71165,29348,24602,11376,13409,12567,9603,11901,310,28348,15792,162536.80699944988
130492,39729,23724,8910,5581,4253,2808,18622,4710,3842,30931,149293.83851219388
87369,42484,2918,4909,13160,1875,2014,2726,3885,7969,13867,96824.87916812663
134437,33746,7942,19322,3015,1422,7249,28190,1976,5073,30859,140953.58571518894
65058,9128,28401,871,7142,19827,3453,6941,2826,5860,2943,89164.97524621262
144379,36053,20117,3874,5707,3049,1278,25247,468,22822,21218,142076.83787347196
97129,11516,14077,18732,7498,17971,7991,45295,4215,15411,7755,155100.20424788416
82784,3366,28203,16479,4372,19899,6456,42543,3990,8831,17131,154244.26093002618
78251,15862,18926,18459,4725,18677,9329,43252,4542,7982,37746,187427.6792837668
58435,12628,2242,12098,6027,13182,8585,29487,875,26439,15740,129568.57020069062
33495,41139,14186,4106,4579,3672,4367,30282,3585,24152,11238,143785.5997508091
194259,9146,3065,15744,2207,16078,5608,13758,3283,5307,4724,81865.98993661455
181439,13109,24915,8100,2178,7249,9486,21292,1236,3806,22575,117149.44767773834
33751,33090,1421,10634,4503,9431,8149,3154,2646,12383,28667,115940.02004450434
101290,40993,10783,13736,9920,16721,1246,6430,1489,5316,31421,144674.88461801555
67488,26351,14893,17416,12812,4632,7851,15946,3339,26049,37200,172112.72881983887
161308,18662,3875,9196,701,16300,696,36546,727,10183,7502,107163.34957864217
133775,7030,17301,12222,9427,19620,3911,23685,1227,19444,17217,132794.78718366474
129189,26911,25524,5314,10552,5483,5628,42825,2615,17894,18854,167254.53154588302
114030,36369,4551,10324,10611,19551,8527,12247,3254,943,29326,138969.53419829984
192359,46678,11476,6372,4955,2176,1831,1820,4668,8111,15039,105101.26585490924
110960,41347,20406,19062,7846,5122,1334,36628,1843,8646,15445,160947.60977926487
98412,47381,20685,12788,5633,1349,4002,48258,4625,23190,5840,181997.40048523518
168922,11241,22482,11863,7106,13916,9022,13448,4231,22156,14467,132800.68267650844
94821,37971,11035,286,10528,14068,1237,3588,55,7606,13198,102883.74344409948
146940,42700,27894,6870,13938,14431,9614,38204,3557,6347,11422,183365.75197781707
156726,34421,11331,7549,5132,5108,4173,1230,1230,19267,18813,110500.56705944714
113525,35392,27835,12828,7134,12821,1870,26700,4191,18239,31860,185990.90183881266
21236,23422,16678,2396,6010,1762,8343,8162,517,105,33942,104172.0044425244
128304,49998,14581,8076,5679,19388,7720,5047,908,15020,16140,145437.8419581273
79353,8630,20320,1738,8356,15583,4263,9527,4485,1744,29807,106149.28849030199
136721,43849,4433,8522,7628,19871,452,28454,2215,17643,1449,139550.4506739067
108600,29966,16927,17008,11110,13740,2847,35430,2835,23171,19577,176994.77537677233
84367,11952,5996,12720,1234,7732,9520,26395,2015,16902,6357,105753.33463620997
45125,26762,13869,17974,7722,16418,3133,15085,2727,15874,5093,127429.99747448001
85282,37737,7975,5929,2641,211,2693,6559,701,3347,31725,102434.01128740652
119522,39183,19804,15544,9020,17377,8579,16023,1173,20466,24316,174924.03302728076
131369,17730,29251,5367,7677,1038,5940,2075,828,1187,24778,97770.96198530523
24294,42475,13981,7462,13498,6122,5411,8572,3045,14201,21956,139132.40651735748
136877,43052,20374,2928,5572,8530,5434,31394,4382,10126,31638,167812.63144393402
111376,38579,4944,17512,2284,6739,8211,24750,2842,16071,3579,127346.0411952979
140016,25490,16002,17088,12755,10957,1180,20542,747,15536,29339,156331.81875414067
47773,34870,19523,18049,1754,18957,2633,43154,4324,20417,5748,173029.60687363116
135042,8443,10951,696,14592,13777,7019,28374,3633,23363,38685,151884.69422405647
104784,48636,22114,6198,8420,18147,1240,7981,534,7985,34733,159868.80153572885
83468,16476,19948,5832,4407,11177,5474,27957,1336,21479,3618,119538.79284415717
77306,13371,3459,9036,7446,18299,8534,49651,3861,5187,28825,151999.75774778097
146909,2136,15157,7431,13348,16374,9168,4898,3524,11571,39717,124603.25309932171
87759,7185,22235,15165,9331,16646,6028,11984,1825,9037,3368,107299.29498425947
81826,15819,29334,18124,5480,1202,9517,25764,4825,24977,31494,173789.5747129973
137806,17895,5199,13244,1392,7699,9568,32272,1936,22897,2042,116210.29957264045
105638,13736,14590,13461,1140,8483,510,15061,989,6123,24922,103875.63620352505
196760,6932,1212,13300,5431,10529,4365,17669,1144,22692,37914,126243.28988752309
121930,45167,13757,7733,1489,12717,9652,19,1507,17984,37236,149070.822625458
68344,46637,27643,9278,9281,18506,2425,1425,2801,14148,13316,147122.62458685602
180540,28573,4694,12859,2832,15125,2452,1282,2461,20074,22504,114283.88165856879
102005,39365,1193,3908,11344,3288,16,42376,2140,20551,19084,149666.11543181946
89313,6624,7563,436,3458,17970,5919,36298,2522,4363,3940,93537.76516006472
48373,12441,7435,10114,4160,2790,1753,9218,2159,16620,29237,97713.30615268771
132482,22833,1478,6511,12287,7891,7139,26441,407,8040,3753,101033.00947014568
68353,49314,6220,18375,2487,7717,6390,33717,3023,3829,10694,148823.17542892168
23572,21411,1713,17216,901,14572,8996,42086,3302,29822,8775,153879.40587561007
150756,11163,12795,6629,4013,3702,1632,2824,2130,25832,35431,111118.93054436755
186554,48180,17877,8629,11069,11693,5086,32463,433,10656,29025,179474.18181206542
91505,34885,8151,2474,5431,17756,4106,16419,1885,23947,19679,138106.79599222328
115599,13993,21729,4943,4848,5388,872,34843,3756,22474,11604,128022.07855433962
136738,45895,23852,58,11293,18262,7512,13659,1082,27516,17677,172078.2949492617
170327,15514,8049,19725,6031,9047,6136,14778,1150,1551,20654,107289.51517085891
153998,25689,14681,18452,10775,3272,9211,13197,2115,4734,20234,126727.38200493382
84276,5272,5326,19002,10134,16323,7037,12700,4853,1211,36093,123273.78265560884
102967,18154,1378,4005,7626,14649,4579,22730,132,26792,13026,114362.02659240317
25593,26201,14724,13491,1274,1371,8217,4077,1523,26854,19191,122683.40544590972
109747,49647,20379,1656,6384,17185,7899,28236,3485,9147,31771,177797.45486924206
62803,10708,10579,6610,3035,3449,9288,28068,4060,17713,1973,96460.33437621324
149548,39595,6926,12259,1380,10588,6417,24485,2734,10190,5439,122853.79270864106
145893,16985,7804,18585,13028,13365,3687,11419,1222,23691,37190,153654.04334822093
160505,43443,3287,1436,2906,13967,4731,34431,4632,8920,37727,161506.24302767453
65551,41213,3133,9318,6053,9469,725,31781,1493,9246,14836,129936.34099899129
178557,5130,12362,16873,8956,15558,4936,20294,3349,416,24490,117963.33669205305
110701,38659,29936,979,7509,860,5273,28957,1723,21437,33221,176486.13656564808
148750,25294,2862,18884,2755,1692,4344,36522,2765,12082,18526,130281.61509587125
107796,30935,19108,11913,13041,16249,8201,34888,4218,11811,5953,158298.3328343672
81348,34654,4986,859,2744,2368,8482,38034,2251,19049,22663,138099.0572733516
122158,49344,16256,18792,12938,2105,4222,14177,1790,19998,35020,180147.3838996354
26346,21274,5888,17854,8995,14685,9331,9515,4339,4778,16868,118249.33982696371
69875,28399,5844,9016,721,15436,3773,46198,1007,10869,18465,143740.20600557845
130744,29635,16624,1082,2095,9273,3197,20001,30,26747,10005,122765.39248390762
82117,22793,11452,8395,12257,13550,9619,13203,3423,7724,8958,113688.9100500964
104010,8086,14061,11257,10703,231,2399,21385,1026,1060,12499,86508.13739173369
70727,6646,21976,18749,8813,10913,9381,35296,3076,625,11824,133575.17292298685
55258,29642,16120,1613,7622,4839,3075,25764,399,10718,12791,117528.79837797953
136886,35151,9204,18298,6925,9369,1000,28474,3490,26857,6615,150164.6810053876
124016,30349,24543,19318,10166,16874,8114,39281,2728,941,30959,189890.04520803667
74528,45438,19022,4912,3548,4335,494,3037,4963,23300,12035,126009.74507695663
138249,22077,11149,9047,8190,1376,7492,39533,426,21616,39012,165337.08747387741
73197,35650,7092,2115,3906,5134,880,42412,1883,1570,12865,118548.48460176682
103046,30527,4849,18081,6424,19883,4706,4317,2445,27212,4425,124564.46324054369
73116,21672,25210,12902,11549,2201,3866,18801,2028,17102,9581,129981.27164593624
46152,45185,22012,13507,13159,8040,586,32233,4456,2529,32803,182584.58420999523
197851,34268,26156,10054,14758,7077,7945,39150,4589,24650,3582,178971.84872076588
64239,46328,14980,10905,11544,17867,6587,38592,1290,13287,2085,166525.57503496655
78761,31772,14674,59,3233,13752,8889,23820,3221,14092,15218,131227.81898953143
154477,19576,3877,5780,8254,4511,5276,25201,849,11039,6209,94415.47008937417
51425,27352,4189,3507,10511,19336,7048,38043,92,28377,337,144874.5746906876
27736,48192,29552,19777,1779,8421,7839,33045,3593,6115,2662,167144.65182431543
188568,29322,28826,17098,6106,15111,2857,43664,4042,4472,13888,171758.18681963693
136521,23235,7051,7264,11982,10572,8413,35738,4665,10660,7466,133351.53462835067
68053,39400,23754,2926,13603,4964,2426,21686,470,19563,11409,141704.1043222201
90228,31191,29288,11684,11884,8244,9419,7592,1811,6968,1224,121842.41204308668
31841,4598,4974,3946,11884,15811,2423,20977,3922,28128,23384,122243.87858933443
195685,14258,5139,12927,11779,15021,8748,21374,1919,21581,34815,149756.98850891262
49578,27248,11548,9936,11128,18160,9503,21861,960,20713,30730,168478.8946927872
67336,36326,18438,5020,10800,18736,5970,6034,2973,13961,11464,134521.89651508947
20754,13554,9841,3891,11332,5972,3855,17449,1558,26794,27660,126389.42015275433
33578,32787,10195,5818,12759,6279,6992,32426,1879,11490,15828,140157.43712461067
190499,4599,20336,13525,13455,12391,8759,19454,2532,13283,5492,119264.13182857881
67694,3653,28540,14242,13706,3593,5916,6967,2667,815,14972,96779.69636887645
187641,20251,27404,11720,14892,19804,3208,26294,70,23243,4559,153847.79427712393
22531,38084,12638,863,9824,8546,1018,42514,1806,15835,19190,156112.24934273452
166096,17245,11146,7169,4772,3855,9088,40128,4958,11048,27589,142084.01894665675
165813,9461,16479,19862,8190,16865,5659,24391,2024,6144,13634,127716.89441351313
82345,35375,18173,12456,6372,7076,287,8929,2022,25271,38077,159823.22163844225
77183,18448,9363,456,893,6342,6949,7946,2193,10479,32410,98370.16034433762
179560,48048,13865,1946,3724,3552,4304,31543,3047,9668,7880,129270.09924920536
93905,9286,18716,6977,12013,10559,9113,39410,3154,6812,34178,153839.3689200088
111678,3609,18189,9194,13759,19308,2971,33475,172,19771,11264,137991.55833536605
23555,26407,11725,9497,8123,18944,4371,9439,180,18002,29966,139010.50070497137
59464,2583,4357,17690,11174,12459,2175,17637,3436,4145,11318,89937.97507229111
161169,14970,17338,1433,9613,5620,9909,40928,4027,6946,6331,122415.51902192092
158509,47669,21978,19653,13810,15093,9642,40193,4040,13044,31456,225623.59705445913
118477,35809,4199,19589,13132,6831,7569,46040,53,8109,27530,173596.15267246639
144725,19530,1049,10599,7814,11814,4192,21490,3603,6435,17671,107196.43904306111
43004,29709,27397,6900,6249,16178,1754,12229,2590,3741,35918,144432.49492472684
61051,6858,27412,9068,12437,6207,7851,1432,3197,8796,35667,124563.28983305293
158111,49118,12269,17279,6556,2744,1579,40316,138,20164,11284,166365.36178666065
69750,23956,12732,6881,12713,19467,315,25667,1890,12837,16505,137231.623011866
189504,48549,16864,8736,11205,2839,5894,31277,4075,15566,2478,152601.82119027822
49085,39082,20508,7866,14508,16227,8536,10384,3763,26388,36530,190696.36963213515
121029,10098,16013,11406,1171,4093,1468,38225,2595,24946,39183,153009.04951670405
171640,21672,22573,11980,1252,17465,9743,10579,3609,26846,37636,166222.63823460272
42150,7052,12836,18163,14023,14078,7089,37173,3554,3053,22552,141284.10019345707
177991,43018,2188,1841,1303,1621,2209,3266,458,25985,171,83389.78501771987
114548,46417,23742,4296,3537,19302,864,9556,4526,21438,16359,153837.95606050748
104598,47823,8772,11742,12134,564,400,297,463,19371,35132,139884.227545236
110146,40550,14715,15011,14624,13455,9519,37140,3104,27007,16837,199885.4920387945
114378,29796,22486,6678,12930,14710,6900,19737,2717,21811,22787,162539.4435578737
146474,29140,14221,6049,14588,19880,8871,2734,1417,17882,14902,133353.18937735297
163745,3425,22372,7458,9312,14124,5531,37089,2119,16418,6083,129811.32730338603
73326,49137,26508,16114,1631,11667,1241,7179,2336,8936,39643,168983.3973980883
92836,23101,28122,12036,14475,15963,5073,43731,4994,27066,38808,218151.26155854977
25287,6581,11896,6181,14512,17567,5611,5543,952,4056,29692,104664.80164707024
165359,33258,10846,6568,5951,4505,6586,28779,3222,10377,32934,148223.5418405956
58701,29004,11154,13356,11447,10371,292,34309,2243,23040,1406,142780.51967829937
107572,13058,14751,10683,9875,5844,3825,36214,2549,15487,25418,140605.94372290905
122892,43883,27112,16578,5696,10138,5161,25463,2369,28202,9900,180559.11769789978
75944,36814,8256,1953,5939,7429,5252,12655,1583,28931,15390,127394.03768613668
41830,18088,3223,16267,14975,16074,5712,24542,3690,10435,29229,148532.52187178872
106170,25184,6935,4823,2647,10422,2186,15726,2826,2091,20234,96558.39992434288
64816,43344,28601,13868,3504,506,7362,30672,3320,13855,7707,157548.12302392456
71265,16394,8125,16698,6954,10164,6585,41598,4685,1226,12050,130595.77272490562
87303,20889,19597,7674,8655,17992,7720,1294,1509,17302,27497,134724.4984417465
95116,35574,9450,14337,6205,719,9426,34695,2279,10532,38852,164413.1234167461
36583,7941,24113,10752,7914,16608,8439,35622,810,4567,36320,159418.8671333032
127007,12953,14203,4154,8824,16063,5944,37377,183,2121,2878,106369.43965342794
116767,25391,12629,12398,6376,17003,5810,25083,4709,8912,16275,139256.4822397427
92177,21381,2406,1974,8361,2939,2769,14902,3252,29508,5457,95367.37108496307
63702,10148,7298,19918,10222,10246,3378,18387,4851,26347,13478,129005.67476944583
168519,49943,24853,7647,10670,7497,4502,26879,4465,10042,21327,175313.64373329893
173871,46657,13013,11134,3884,4335,498,42714,3229,24266,26420,179777.4054119656
51967,5601,20126,17741,14684,8885,8952,15246,2728,3173,39393,139143.1958315163
190143,10109,4137,11991,11451,12966,6323,28553,535,12745,33049,138088.07513694852
194911,42543,7466,16547,10136,3814,3804,28542,4612,12590,1272,134170.32143280792
140767,42815,27595,3948,8870,16771,2744,2789,3015,13879,31652,158881.99026480835
64430,24943,5253,19682,4480,1009,9237,25864,2351,8522,22244,127773.44543217616
63128,29723,15972,15559,9158,13969,8213,12474,2973,3277,21257,137816.25163979427
33745,41805,9044,10154,13806,3098,2710,30483,3487,5555,28391,155769.54825643485
194495,45204,14664,925,2491,6040,5471,15337,4603,14434,22106,137720.9364876355
139069,21827,10804,2464,5038,7931,1053,15451,2784,29343,26302,127237.35225172716
33266,20907,18641,3044,1109,3617,5445,3103,1359,22495,9441,93087.74135817373
175031,41323,13427,19824,14072,11895,4755,39441,3421,16984,37173,207760.7649007347
176052,24236,10276,16156,4257,13672,1939,47767,2047,27249,18916,172219.40127277275
199707,47433,16706,19933,9567,8122,6166,25261,1880,16116,18395,173631.7899343611
172039,37057,6351,17314,8831,16454,7852,33970,2106,1673,29037,163138.97793337304
148230,10417,15921,15850,13799,16999,1158,15853,1991,4055,20680,121892.2946781391
176771,35589,18789,3370,6134,9891,3179,33560,281,6343,12324,134614.26275899823
34265,39517,28647,11539,8456,10804,2359,48374,2571,7008,2186,169057.15251018942
170248,20087,22198,2937,14348,10848,2328,36774,1654,18595,4460,139827.2865691504
29217,8351,27203,8372,6696,3535,5069,18107,2375,23839,37965,144177.610977615
86063,34468,4190,9979,1869,1815,3059,47030,4639,4866,18710,136569.88820760246
64294,26154,6900,10395,7749,3574,7530,18196,435,1319,1875,86044.370751726
43222,29021,17536,1236,10779,9184,6094,1040,2027,15115,20065,115352.95332536004
175894,25403,7095,18328,10222,6031,5692,21179,3063,10138,3683,112158.17576942258
53395,37846,21395,12631,10536,18363,8655,17060,124,25988,3243,161098.62956313326
54884,48930,28006,5626,14613,19634,442,35021,4791,24369,24097,208526.42503612395
75193,17509,6407,14160,8389,7618,3998,42446,151,9460,126,114981.45349166912
190547,35169,16259,5950,13917,2244,301,42496,1248,9320,37142,168715.48041604907
196524,41413,14837,8397,7108,10672,123,47209,13,10326,33734,177709.65436371
159871,21164,25827,8823,10526,9823,1816,11922,229,26446,32982,156038.15920064013
101462,16679,25463,642,7799,1970,2814,46124,4673,20894,36098,167616.69963169898
42812,4439,7239,17454,5876,13793,6569,43099,4512,2805,10835,117985.64092525122
79777,17842,8455,4751,5394,17557,5182,17324,2784,29112,37570,148787.2535546071
172858,2866,19607,12247,1607,4783,9352,21100,3692,25013,34086,140224.05731289837
35921,30074,12808,4581,553,9431,3884,39390,2914,25848,7721,142563.48526240975
107746,3251,16176,489,2608,4657,3351,40746,3148,18787,5037,101333.10130498558
31764,2805,2427,12343,7547,19900,1461,12069,617,14216,36065,111882.9431300902
39677,15897,24358,6826,10592,1551,5616,240,4098,17759,1131,90613.85194121796
35497,2950,2577,6459,10368,1049,4473,8123,1967,11643,10096,61763.28917170808
193576,28289,15111,4705,1789,19694,5790,37428,4039,12495,33935,169635.9624541244
34850,40576,23092,17268,5924,3123,7707,47601,2888,7052,2590,163059.07029736004
183157,14521,3160,6168,4873,6286,4888,34678,964,24983,2441,104211.35163382221
144362,25581,2988,6508,4344,15669,399,22738,897,15840,21264,117519.9889605298
